Exp_Category,State,Year,Value
Gross_fiscal_deficit,Rajasthan,1990-91,545
Gross_fiscal_deficit,Tamil Nadu,1990-91,1126
Gross_fiscal_deficit,Uttar Pradesh,1990-91,3068
Gross_fiscal_deficit,West Bengal,1990-91,1634
Gross_fiscal_deficit,Arunachal Pradesh,1990-91,26
Gross_fiscal_deficit,Assam,1990-91,568
Gross_fiscal_deficit,Himachal Pradesh,1990-91,279
Gross_fiscal_deficit,Jammu and Kashmir,1990-91,661
Gross_fiscal_deficit,Manipur,1990-91,40
Gross_fiscal_deficit,Meghalaya,1990-91,41
Gross_fiscal_deficit,Mizoram,1990-91,-94
Gross_fiscal_deficit,Nagaland,1990-91,102
Gross_fiscal_deficit,Sikkim,1990-91,20
Gross_fiscal_deficit,Tripura,1990-91,86
Gross_fiscal_deficit,Uttarakhand,1990-91,–
Gross_fiscal_deficit,NCT Delhi,1990-91,–
Gross_fiscal_deficit,Puducherry,1990-91,–
Gross_fiscal_deficit,Andhra Pradesh,1991-92,1125
Gross_fiscal_deficit,Bihar,1991-92,1617
Gross_fiscal_deficit,Chhattisgarh,1991-92,–
Gross_fiscal_deficit,Goa,1991-92,125
Gross_fiscal_deficit,Gujarat,1991-92,1876
Gross_fiscal_deficit,Haryana,1991-92,375
Gross_fiscal_deficit,Jharkhand,1991-92,–
Gross_fiscal_deficit,Karnataka,1991-92,918
Gross_fiscal_deficit,Kerala,1991-92,803
Gross_fiscal_deficit,Madhya Pradesh,1991-92,984
Gross_fiscal_deficit,Maharashtra,1991-92,1657
Gross_fiscal_deficit,Orissa,1991-92,913
Gross_fiscal_deficit,Punjab,1991-92,1151
Gross_fiscal_deficit,Rajasthan,1991-92,792
Gross_fiscal_deficit,Tamil Nadu,1991-92,1300
Gross_fiscal_deficit,Uttar Pradesh,1991-92,2837
Gross_fiscal_deficit,West Bengal,1991-92,1144
Gross_fiscal_deficit,Arunachal Pradesh,1991-92,-20
Gross_fiscal_deficit,Assam,1991-92,255
Gross_fiscal_deficit,Himachal Pradesh,1991-92,224
Gross_fiscal_deficit,Jammu and Kashmir,1991-92,449
Gross_fiscal_deficit,Manipur,1991-92,69
Gross_fiscal_deficit,Meghalaya,1991-92,72
Gross_fiscal_deficit,Mizoram,1991-92,5
Gross_fiscal_deficit,Nagaland,1991-92,96
Gross_fiscal_deficit,Sikkim,1991-92,41
Gross_fiscal_deficit,Tripura,1991-92,94
Gross_fiscal_deficit,Uttarakhand,1991-92,–
Gross_fiscal_deficit,NCT Delhi,1991-92,–
Gross_fiscal_deficit,Puducherry,1991-92,–
Gross_fiscal_deficit,Andhra Pradesh,1992-93,1569
Gross_fiscal_deficit,Bihar,1992-93,1331
Gross_fiscal_deficit,Chhattisgarh,1992-93,–
Gross_fiscal_deficit,Goa,1992-93,90
Gross_fiscal_deficit,Gujarat,1992-93,1174
Gross_fiscal_deficit,Haryana,1992-93,444
Gross_fiscal_deficit,Jharkhand,1992-93,–
Gross_fiscal_deficit,Karnataka,1992-93,1386
Gross_fiscal_deficit,Kerala,1992-93,732
Gross_fiscal_deficit,Madhya Pradesh,1992-93,876
Gross_fiscal_deficit,Maharashtra,1992-93,2586
Gross_fiscal_deficit,Orissa,1992-93,740
Gross_fiscal_deficit,Punjab,1992-93,1252
Gross_fiscal_deficit,Rajasthan,1992-93,1159
Gross_fiscal_deficit,Tamil Nadu,1992-93,1749
Gross_fiscal_deficit,Uttar Pradesh,1992-93,3711
Gross_fiscal_deficit,West Bengal,1992-93,1013
Gross_fiscal_deficit,Arunachal Pradesh,1992-93,-9
Gross_fiscal_deficit,Assam,1992-93,208
Gross_fiscal_deficit,Himachal Pradesh,1992-93,312
Gross_fiscal_deficit,Jammu and Kashmir,1992-93,204
Gross_fiscal_deficit,Manipur,1992-93,18
Gross_fiscal_deficit,Meghalaya,1992-93,93
Gross_fiscal_deficit,Mizoram,1992-93,60
Gross_fiscal_deficit,Nagaland,1992-93,138
Gross_fiscal_deficit,Sikkim,1992-93,34
Gross_fiscal_deficit,Tripura,1992-93,23
Gross_fiscal_deficit,Uttarakhand,1992-93,–
Gross_fiscal_deficit,NCT Delhi,1992-93,–
Gross_fiscal_deficit,Puducherry,1992-93,–
Gross_fiscal_deficit,Andhra Pradesh,1993-94,1833
Gross_fiscal_deficit,Bihar,1993-94,1339
Gross_fiscal_deficit,Chhattisgarh,1993-94,–
Gross_fiscal_deficit,Goa,1993-94,60
Gross_fiscal_deficit,Gujarat,1993-94,526
Gross_fiscal_deficit,Haryana,1993-94,480
Gross_fiscal_deficit,Jharkhand,1993-94,–
Gross_fiscal_deficit,Karnataka,1993-94,1254
Gross_fiscal_deficit,Kerala,1993-94,935
Gross_fiscal_deficit,Madhya Pradesh,1993-94,983
Gross_fiscal_deficit,Maharashtra,1993-94,2265
Gross_fiscal_deficit,Orissa,1993-94,902
Gross_fiscal_deficit,Punjab,1993-94,1493
Gross_fiscal_deficit,Rajasthan,1993-94,1470
Gross_fiscal_deficit,Tamil Nadu,1993-94,1358
Gross_fiscal_deficit,Uttar Pradesh,1993-94,3166
Gross_fiscal_deficit,West Bengal,1993-94,1672
Gross_fiscal_deficit,Arunachal Pradesh,1993-94,16
Gross_fiscal_deficit,Assam,1993-94,-18
Gross_fiscal_deficit,Himachal Pradesh,1993-94,152
Gross_fiscal_deficit,Jammu and Kashmir,1993-94,88
Gross_fiscal_deficit,Manipur,1993-94,-20
Gross_fiscal_deficit,Meghalaya,1993-94,88
Gross_fiscal_deficit,Mizoram,1993-94,8
Gross_fiscal_deficit,Nagaland,1993-94,174
Gross_fiscal_deficit,Sikkim,1993-94,31
Gross_fiscal_deficit,Tripura,1993-94,111
Gross_fiscal_deficit,Uttarakhand,1993-94,–
Gross_fiscal_deficit,NCT Delhi,1993-94,232
Gross_fiscal_deficit,Puducherry,1993-94,–
Gross_fiscal_deficit,Andhra Pradesh,1994-95,2349
Gross_fiscal_deficit,Bihar,1994-95,1342
Gross_fiscal_deficit,Chhattisgarh,1994-95,–
Gross_fiscal_deficit,Goa,1994-95,45
Gross_fiscal_deficit,Gujarat,1994-95,1292
Gross_fiscal_deficit,Haryana,1994-95,535
Gross_fiscal_deficit,Jharkhand,1994-95,–
Gross_fiscal_deficit,Karnataka,1994-95,1513
Gross_fiscal_deficit,Kerala,1994-95,1109
Gross_fiscal_deficit,Madhya Pradesh,1994-95,1417
Gross_fiscal_deficit,Maharashtra,1994-95,2861
Gross_fiscal_deficit,Orissa,1994-95,1159
Gross_fiscal_deficit,Punjab,1994-95,1785
Gross_fiscal_deficit,Rajasthan,1994-95,1763
Gross_fiscal_deficit,Tamil Nadu,1994-95,1496
Gross_fiscal_deficit,Uttar Pradesh,1994-95,4767
Gross_fiscal_deficit,West Bengal,1994-95,1965
Gross_fiscal_deficit,Arunachal Pradesh,1994-95,73
Gross_fiscal_deficit,Assam,1994-95,711
Gross_fiscal_deficit,Himachal Pradesh,1994-95,620
Gross_fiscal_deficit,Jammu and Kashmir,1994-95,-23
Gross_fiscal_deficit,Manipur,1994-95,62
Gross_fiscal_deficit,Meghalaya,1994-95,35
Gross_fiscal_deficit,Mizoram,1994-95,38
Gross_fiscal_deficit,Nagaland,1994-95,239
Gross_fiscal_deficit,Sikkim,1994-95,46
Gross_fiscal_deficit,Tripura,1994-95,110
Gross_fiscal_deficit,Uttarakhand,1994-95,–
Gross_fiscal_deficit,NCT Delhi,1994-95,389
Gross_fiscal_deficit,Puducherry,1994-95,–
Gross_fiscal_deficit,Andhra Pradesh,1995-96,2417
Gross_fiscal_deficit,Bihar,1995-96,1571
Gross_fiscal_deficit,Chhattisgarh,1995-96,–
Gross_fiscal_deficit,Goa,1995-96,97
Gross_fiscal_deficit,Gujarat,1995-96,1746
Gross_fiscal_deficit,Haryana,1995-96,986
Gross_fiscal_deficit,Jharkhand,1995-96,–
Gross_fiscal_deficit,Karnataka,1995-96,1457
Gross_fiscal_deficit,Kerala,1995-96,1303
Gross_fiscal_deficit,Madhya Pradesh,1995-96,1633
Gross_fiscal_deficit,Maharashtra,1995-96,4151
Gross_fiscal_deficit,Orissa,1995-96,1396
Gross_fiscal_deficit,Punjab,1995-96,1365
Gross_fiscal_deficit,Rajasthan,1995-96,2574
Gross_fiscal_deficit,Tamil Nadu,1995-96,1256
Gross_fiscal_deficit,Uttar Pradesh,1995-96,4381
Gross_fiscal_deficit,West Bengal,1995-96,2696
Gross_fiscal_deficit,Arunachal Pradesh,1995-96,40
Gross_fiscal_deficit,Assam,1995-96,652
Gross_fiscal_deficit,Himachal Pradesh,1995-96,521
Gross_fiscal_deficit,Jammu and Kashmir,1995-96,97
Gross_fiscal_deficit,Manipur,1995-96,105
Gross_fiscal_deficit,Meghalaya,1995-96,52
Gross_fiscal_deficit,Mizoram,1995-96,71
Gross_fiscal_deficit,Nagaland,1995-96,231
Gross_fiscal_deficit,Sikkim,1995-96,40
Gross_fiscal_deficit,Tripura,1995-96,34
Gross_fiscal_deficit,Uttarakhand,1995-96,–
Gross_fiscal_deficit,NCT Delhi,1995-96,556
Gross_fiscal_deficit,Puducherry,1995-96,–
Gross_fiscal_deficit,Andhra Pradesh,1996-97,2812
Gross_fiscal_deficit,Bihar,1996-97,891
Gross_fiscal_deficit,Chhattisgarh,1996-97,–
Gross_fiscal_deficit,Goa,1996-97,104
Gross_fiscal_deficit,Gujarat,1996-97,2358
Gross_fiscal_deficit,Haryana,1996-97,1099
Gross_fiscal_deficit,Jharkhand,1996-97,–
Gross_fiscal_deficit,Karnataka,1996-97,1944
Gross_fiscal_deficit,Kerala,1996-97,1543
Gross_fiscal_deficit,Madhya Pradesh,1996-97,1926
Gross_fiscal_deficit,Maharashtra,1996-97,4954
Gross_fiscal_deficit,Orissa,1996-97,1602
Gross_fiscal_deficit,Punjab,1996-97,1465
Gross_fiscal_deficit,Rajasthan,1996-97,2507
Gross_fiscal_deficit,Tamil Nadu,1996-97,2445
Gross_fiscal_deficit,Uttar Pradesh,1996-97,5956
Gross_fiscal_deficit,West Bengal,1996-97,3397
Gross_fiscal_deficit,Arunachal Pradesh,1996-97,70
Gross_fiscal_deficit,Assam,1996-97,74
Gross_fiscal_deficit,Himachal Pradesh,1996-97,572
Gross_fiscal_deficit,Jammu and Kashmir,1996-97,166
Gross_fiscal_deficit,Manipur,1996-97,168
Gross_fiscal_deficit,Meghalaya,1996-97,23
Gross_fiscal_deficit,Mizoram,1996-97,125
Gross_fiscal_deficit,Nagaland,1996-97,184
Gross_fiscal_deficit,Sikkim,1996-97,56
Gross_fiscal_deficit,Tripura,1996-97,122
Gross_fiscal_deficit,Uttarakhand,1996-97,–
Gross_fiscal_deficit,NCT Delhi,1996-97,690
Gross_fiscal_deficit,Puducherry,1996-97,–
Gross_fiscal_deficit,Andhra Pradesh,1997-98,2428
Gross_fiscal_deficit,Bihar,1997-98,981
Gross_fiscal_deficit,Chhattisgarh,1997-98,–
Gross_fiscal_deficit,Goa,1997-98,125
Gross_fiscal_deficit,Gujarat,1997-98,3175
Gross_fiscal_deficit,Haryana,1997-98,1128
Gross_fiscal_deficit,Jharkhand,1997-98,–
Gross_fiscal_deficit,Karnataka,1997-98,1610
Gross_fiscal_deficit,Kerala,1997-98,2414
Gross_fiscal_deficit,Madhya Pradesh,1997-98,1821
Gross_fiscal_deficit,Maharashtra,1997-98,6442
Gross_fiscal_deficit,Orissa,1997-98,1803
Gross_fiscal_deficit,Punjab,1997-98,2478
Gross_fiscal_deficit,Rajasthan,1997-98,2552
Gross_fiscal_deficit,Tamil Nadu,1997-98,2122
Gross_fiscal_deficit,Uttar Pradesh,1997-98,7576
Gross_fiscal_deficit,West Bengal,1997-98,4008
Gross_fiscal_deficit,Arunachal Pradesh,1997-98,121
Gross_fiscal_deficit,Assam,1997-98,142
Gross_fiscal_deficit,Himachal Pradesh,1997-98,1202
Gross_fiscal_deficit,Jammu and Kashmir,1997-98,444
Gross_fiscal_deficit,Manipur,1997-98,188
Gross_fiscal_deficit,Meghalaya,1997-98,127
Gross_fiscal_deficit,Mizoram,1997-98,124
Gross_fiscal_deficit,Nagaland,1997-98,204
Gross_fiscal_deficit,Sikkim,1997-98,67
Gross_fiscal_deficit,Tripura,1997-98,196
Gross_fiscal_deficit,Uttarakhand,1997-98,–
Gross_fiscal_deficit,NCT Delhi,1997-98,726
Gross_fiscal_deficit,Puducherry,1997-98,–
Gross_fiscal_deficit,Andhra Pradesh,1998-99,5706
Gross_fiscal_deficit,Bihar,1998-99,2379
Gross_fiscal_deficit,Chhattisgarh,1998-99,–
Gross_fiscal_deficit,Goa,1998-99,269
Gross_fiscal_deficit,Gujarat,1998-99,5619
Gross_fiscal_deficit,Haryana,1998-99,2240
Gross_fiscal_deficit,Jharkhand,1998-99,–
Gross_fiscal_deficit,Karnataka,1998-99,3112
Gross_fiscal_deficit,Kerala,1998-99,3012
Gross_fiscal_deficit,Madhya Pradesh,1998-99,4127
Gross_fiscal_deficit,Maharashtra,1998-99,7462
Gross_fiscal_deficit,Orissa,1998-99,2916
Gross_fiscal_deficit,Punjab,1998-99,3779
Gross_fiscal_deficit,Rajasthan,1998-99,5151
Gross_fiscal_deficit,Tamil Nadu,1998-99,4777
Gross_fiscal_deficit,Uttar Pradesh,1998-99,11633
Gross_fiscal_deficit,West Bengal,1998-99,7109
Gross_fiscal_deficit,Arunachal Pradesh,1998-99,55
Gross_fiscal_deficit,Assam,1998-99,338
Gross_fiscal_deficit,Himachal Pradesh,1998-99,1662
Gross_fiscal_deficit,Jammu and Kashmir,1998-99,1054
Gross_fiscal_deficit,Manipur,1998-99,106
Gross_fiscal_deficit,Meghalaya,1998-99,147
Gross_fiscal_deficit,Mizoram,1998-99,132
Gross_fiscal_deficit,Nagaland,1998-99,243
Gross_fiscal_deficit,Sikkim,1998-99,147
Gross_fiscal_deficit,Tripura,1998-99,118
Gross_fiscal_deficit,Uttarakhand,1998-99,–
Gross_fiscal_deficit,NCT Delhi,1998-99,959
Gross_fiscal_deficit,Puducherry,1998-99,–
Gross_fiscal_deficit,Andhra Pradesh,1999-00,4976
Gross_fiscal_deficit,Bihar,1999-00,6108
Gross_fiscal_deficit,Chhattisgarh,1999-00,–
Gross_fiscal_deficit,Goa,1999-00,341
Gross_fiscal_deficit,Gujarat,1999-00,6792
Gross_fiscal_deficit,Haryana,1999-00,2133
Gross_fiscal_deficit,Jharkhand,1999-00,–
Gross_fiscal_deficit,Karnataka,1999-00,4277
Gross_fiscal_deficit,Kerala,1999-00,4537
Gross_fiscal_deficit,Madhya Pradesh,1999-00,3911
Gross_fiscal_deficit,Maharashtra,1999-00,11706
Gross_fiscal_deficit,Orissa,1999-00,3746
Gross_fiscal_deficit,Punjab,1999-00,3195
Gross_fiscal_deficit,Rajasthan,1999-00,5361
Gross_fiscal_deficit,Tamil Nadu,1999-00,5382
Gross_fiscal_deficit,Uttar Pradesh,1999-00,11099
Gross_fiscal_deficit,West Bengal,1999-00,11666
Gross_fiscal_deficit,Arunachal Pradesh,1999-00,59
Gross_fiscal_deficit,Assam,1999-00,1606
Gross_fiscal_deficit,Himachal Pradesh,1999-00,190
Gross_fiscal_deficit,Jammu and Kashmir,1999-00,1339
Gross_fiscal_deficit,Manipur,1999-00,656
Gross_fiscal_deficit,Meghalaya,1999-00,209
Gross_fiscal_deficit,Mizoram,1999-00,179
Gross_fiscal_deficit,Nagaland,1999-00,249
Gross_fiscal_deficit,Sikkim,1999-00,93
Gross_fiscal_deficit,Tripura,1999-00,290
Gross_fiscal_deficit,Uttarakhand,1999-00,–
Gross_fiscal_deficit,NCT Delhi,1999-00,1382
Gross_fiscal_deficit,Puducherry,1999-00,–
Gross_fiscal_deficit,Andhra Pradesh,2000-01,7306
Gross_fiscal_deficit,Bihar,2000-01,4884
Gross_fiscal_deficit,Chhattisgarh,2000-01,-48
Gross_fiscal_deficit,Goa,2000-01,413
Gross_fiscal_deficit,Gujarat,2000-01,7988
Gross_fiscal_deficit,Haryana,2000-01,2265
Gross_fiscal_deficit,Jharkhand,2000-01,–
Gross_fiscal_deficit,Karnataka,2000-01,4219
Gross_fiscal_deficit,Kerala,2000-01,3878
Gross_fiscal_deficit,Madhya Pradesh,2000-01,2712
Gross_fiscal_deficit,Maharashtra,2000-01,8976
Gross_fiscal_deficit,Orissa,2000-01,3325
Gross_fiscal_deficit,Punjab,2000-01,3904
Gross_fiscal_deficit,Rajasthan,2000-01,4313
Gross_fiscal_deficit,Tamil Nadu,2000-01,5076
Gross_fiscal_deficit,Uttar Pradesh,2000-01,10180
Gross_fiscal_deficit,West Bengal,2000-01,10920
Gross_fiscal_deficit,Arunachal Pradesh,2000-01,210
Gross_fiscal_deficit,Assam,2000-01,1540
Gross_fiscal_deficit,Himachal Pradesh,2000-01,1845
Gross_fiscal_deficit,Jammu and Kashmir,2000-01,2166
Gross_fiscal_deficit,Manipur,2000-01,234
Gross_fiscal_deficit,Meghalaya,2000-01,250
Gross_fiscal_deficit,Mizoram,2000-01,375
Gross_fiscal_deficit,Nagaland,2000-01,359
Gross_fiscal_deficit,Sikkim,2000-01,51
Gross_fiscal_deficit,Tripura,2000-01,445
Gross_fiscal_deficit,Uttarakhand,2000-01,136
Gross_fiscal_deficit,NCT Delhi,2000-01,1610
Gross_fiscal_deficit,Puducherry,2000-01,–
Gross_fiscal_deficit,Andhra Pradesh,2001-02,6723
Gross_fiscal_deficit,Bihar,2001-02,4010
Gross_fiscal_deficit,Chhattisgarh,2001-02,1061
Gross_fiscal_deficit,Goa,2001-02,413
Gross_fiscal_deficit,Gujarat,2001-02,6511
Gross_fiscal_deficit,Haryana,2001-02,2740
Gross_fiscal_deficit,Jharkhand,2001-02,1643
Gross_fiscal_deficit,Karnataka,2001-02,5870
Gross_fiscal_deficit,Kerala,2001-02,3269
Gross_fiscal_deficit,Madhya Pradesh,2001-02,3649
Gross_fiscal_deficit,Maharashtra,2001-02,10898
Gross_fiscal_deficit,Orissa,2001-02,3964
Gross_fiscal_deficit,Punjab,2001-02,4958
Gross_fiscal_deficit,Rajasthan,2001-02,5748
Gross_fiscal_deficit,Tamil Nadu,2001-02,4739
Gross_fiscal_deficit,Uttar Pradesh,2001-02,9898
Gross_fiscal_deficit,West Bengal,2001-02,11804
Gross_fiscal_deficit,Arunachal Pradesh,2001-02,275
Gross_fiscal_deficit,Assam,2001-02,1448
Gross_fiscal_deficit,Himachal Pradesh,2001-02,1511
Gross_fiscal_deficit,Jammu and Kashmir,2001-02,748
Gross_fiscal_deficit,Manipur,2001-02,340
Gross_fiscal_deficit,Meghalaya,2001-02,221
Gross_fiscal_deficit,Mizoram,2001-02,422
Gross_fiscal_deficit,Nagaland,2001-02,366
Gross_fiscal_deficit,Sikkim,2001-02,67
Gross_fiscal_deficit,Tripura,2001-02,538
Gross_fiscal_deficit,Uttarakhand,2001-02,424
Gross_fiscal_deficit,NCT Delhi,2001-02,1733
Gross_fiscal_deficit,Puducherry,2001-02,–
Gross_fiscal_deficit,Andhra Pradesh,2002-03,7625
Gross_fiscal_deficit,Bihar,2002-03,4911
Gross_fiscal_deficit,Chhattisgarh,2002-03,973
Gross_fiscal_deficit,Goa,2002-03,379
Gross_fiscal_deficit,Gujarat,2002-03,6080
Gross_fiscal_deficit,Haryana,2002-03,1471
Gross_fiscal_deficit,Jharkhand,2002-03,2187
Gross_fiscal_deficit,Karnataka,2002-03,5281
Gross_fiscal_deficit,Kerala,2002-03,4994
Gross_fiscal_deficit,Madhya Pradesh,2002-03,4062
Gross_fiscal_deficit,Maharashtra,2002-03,14290
Gross_fiscal_deficit,Orissa,2002-03,2816
Gross_fiscal_deficit,Punjab,2002-03,4401
Gross_fiscal_deficit,Rajasthan,2002-03,6114
Gross_fiscal_deficit,Tamil Nadu,2002-03,6742
Gross_fiscal_deficit,Uttar Pradesh,2002-03,9497
Gross_fiscal_deficit,West Bengal,2002-03,10569
Gross_fiscal_deficit,Arunachal Pradesh,2002-03,214
Gross_fiscal_deficit,Assam,2002-03,928
Gross_fiscal_deficit,Himachal Pradesh,2002-03,2342
Gross_fiscal_deficit,Jammu and Kashmir,2002-03,1245
Gross_fiscal_deficit,Manipur,2002-03,249
Gross_fiscal_deficit,Meghalaya,2002-03,161
Gross_fiscal_deficit,Mizoram,2002-03,315
Gross_fiscal_deficit,Nagaland,2002-03,443
Gross_fiscal_deficit,Sikkim,2002-03,10
Gross_fiscal_deficit,Tripura,2002-03,537
Gross_fiscal_deficit,Uttarakhand,2002-03,889
Gross_fiscal_deficit,NCT Delhi,2002-03,2396
Gross_fiscal_deficit,Puducherry,2002-03,–
Gross_fiscal_deficit,Andhra Pradesh,2003-04,7450
Gross_fiscal_deficit,Bihar,2003-04,4107
Gross_fiscal_deficit,Chhattisgarh,2003-04,2204
Gross_fiscal_deficit,Goa,2003-04,445
Gross_fiscal_deficit,Gujarat,2003-04,9161
Gross_fiscal_deficit,Haryana,2003-04,2933
Gross_fiscal_deficit,Jharkhand,2003-04,1658
Gross_fiscal_deficit,Karnataka,2003-04,4501
Gross_fiscal_deficit,Kerala,2003-04,5539
Gross_fiscal_deficit,Madhya Pradesh,2003-04,7323
Gross_fiscal_deficit,Maharashtra,2003-04,17929
Gross_fiscal_deficit,Orissa,2003-04,3573
Gross_fiscal_deficit,Punjab,2003-04,4880
Gross_fiscal_deficit,Rajasthan,2003-04,7372
Gross_fiscal_deficit,Tamil Nadu,2003-04,5591
Gross_fiscal_deficit,Uttar Pradesh,2003-04,16648
Gross_fiscal_deficit,West Bengal,2003-04,12870
Gross_fiscal_deficit,Arunachal Pradesh,2003-04,250
Gross_fiscal_deficit,Assam,2003-04,1394
Gross_fiscal_deficit,Himachal Pradesh,2003-04,2384
Gross_fiscal_deficit,Jammu and Kashmir,2003-04,-17
Gross_fiscal_deficit,Manipur,2003-04,286
Gross_fiscal_deficit,Meghalaya,2003-04,202
Gross_fiscal_deficit,Mizoram,2003-04,306
Gross_fiscal_deficit,Nagaland,2003-04,-157
Gross_fiscal_deficit,Sikkim,2003-04,50
Gross_fiscal_deficit,Tripura,2003-04,341
Gross_fiscal_deficit,Uttarakhand,2003-04,1407
Gross_fiscal_deficit,NCT Delhi,2003-04,2439
Gross_fiscal_deficit,Puducherry,2003-04,–
Gross_fiscal_deficit,Andhra Pradesh,2004-05,8192
Gross_fiscal_deficit,Bihar,2004-05,1242
Gross_fiscal_deficit,Chhattisgarh,2004-05,1232
Gross_fiscal_deficit,Goa,2004-05,551
Gross_fiscal_deficit,Gujarat,2004-05,8696
Gross_fiscal_deficit,Haryana,2004-05,1206
Gross_fiscal_deficit,Jharkhand,2004-05,3648
Gross_fiscal_deficit,Karnataka,2004-05,3600
Gross_fiscal_deficit,Kerala,2004-05,4452
Gross_fiscal_deficit,Madhya Pradesh,2004-05,6492
Gross_fiscal_deficit,Maharashtra,2004-05,18620
Gross_fiscal_deficit,Orissa,2004-05,1366
Gross_fiscal_deficit,Punjab,2004-05,4036
Gross_fiscal_deficit,Rajasthan,2004-05,6146
Gross_fiscal_deficit,Tamil Nadu,2004-05,5570
Gross_fiscal_deficit,Uttar Pradesh,2004-05,12998
Gross_fiscal_deficit,West Bengal,2004-05,10653
Gross_fiscal_deficit,Arunachal Pradesh,2004-05,386
Gross_fiscal_deficit,Assam,2004-05,2057
Gross_fiscal_deficit,Himachal Pradesh,2004-05,1810
Gross_fiscal_deficit,Jammu and Kashmir,2004-05,1008
Gross_fiscal_deficit,Manipur,2004-05,449
Gross_fiscal_deficit,Meghalaya,2004-05,313
Gross_fiscal_deficit,Mizoram,2004-05,234
Gross_fiscal_deficit,Nagaland,2004-05,218
Gross_fiscal_deficit,Sikkim,2004-05,186
Gross_fiscal_deficit,Tripura,2004-05,240
Gross_fiscal_deficit,Uttarakhand,2004-05,2171
Gross_fiscal_deficit,NCT Delhi,2004-05,1483
Gross_fiscal_deficit,Puducherry,2004-05,–
Gross_fiscal_deficit,Andhra Pradesh,2005-06,8300
Gross_fiscal_deficit,Bihar,2005-06,3700
Gross_fiscal_deficit,Chhattisgarh,2005-06,425
Gross_fiscal_deficit,Goa,2005-06,603
Gross_fiscal_deficit,Gujarat,2005-06,6270
Gross_fiscal_deficit,Haryana,2005-06,286
Gross_fiscal_deficit,Jharkhand,2005-06,4918
Gross_fiscal_deficit,Karnataka,2005-06,3687
Gross_fiscal_deficit,Kerala,2005-06,4182
Gross_fiscal_deficit,Madhya Pradesh,2005-06,4572
Gross_fiscal_deficit,Maharashtra,2005-06,17630
Gross_fiscal_deficit,Orissa,2005-06,276
Gross_fiscal_deficit,Punjab,2005-06,2656
Gross_fiscal_deficit,Rajasthan,2005-06,5150
Gross_fiscal_deficit,Tamil Nadu,2005-06,2251
Gross_fiscal_deficit,Uttar Pradesh,2005-06,10078
Gross_fiscal_deficit,West Bengal,2005-06,9601
Gross_fiscal_deficit,Arunachal Pradesh,2005-06,256
Gross_fiscal_deficit,Assam,2005-06,-356
Gross_fiscal_deficit,Himachal Pradesh,2005-06,720
Gross_fiscal_deficit,Jammu and Kashmir,2005-06,1588
Gross_fiscal_deficit,Manipur,2005-06,271
Gross_fiscal_deficit,Meghalaya,2005-06,179
Gross_fiscal_deficit,Mizoram,2005-06,397
Gross_fiscal_deficit,Nagaland,2005-06,306
Gross_fiscal_deficit,Sikkim,2005-06,149
Gross_fiscal_deficit,Tripura,2005-06,110
Gross_fiscal_deficit,Uttarakhand,2005-06,1878
Gross_fiscal_deficit,NCT Delhi,2005-06,-245
Gross_fiscal_deficit,Puducherry,2005-06,279
Gross_fiscal_deficit,Andhra Pradesh,2006-07,5643
Gross_fiscal_deficit,Bihar,2006-07,3021
Gross_fiscal_deficit,Chhattisgarh,2006-07,-33
Gross_fiscal_deficit,Goa,2006-07,487
Gross_fiscal_deficit,Gujarat,2006-07,5649
Gross_fiscal_deficit,Haryana,2006-07,-1179
Gross_fiscal_deficit,Jharkhand,2006-07,5257
Gross_fiscal_deficit,Karnataka,2006-07,4688
Gross_fiscal_deficit,Kerala,2006-07,3822
Gross_fiscal_deficit,Madhya Pradesh,2006-07,2754
Gross_fiscal_deficit,Maharashtra,2006-07,11553
Gross_fiscal_deficit,Orissa,2006-07,-823
Gross_fiscal_deficit,Punjab,2006-07,4384
Gross_fiscal_deficit,Rajasthan,2006-07,3970
Gross_fiscal_deficit,Tamil Nadu,2006-07,3956
Gross_fiscal_deficit,Uttar Pradesh,2006-07,9615
Gross_fiscal_deficit,West Bengal,2006-07,11431
Gross_fiscal_deficit,Arunachal Pradesh,2006-07,-106
Gross_fiscal_deficit,Assam,2006-07,-711
Gross_fiscal_deficit,Himachal Pradesh,2006-07,921
Gross_fiscal_deficit,Jammu and Kashmir,2006-07,1461
Gross_fiscal_deficit,Manipur,2006-07,475
Gross_fiscal_deficit,Meghalaya,2006-07,75
Gross_fiscal_deficit,Mizoram,2006-07,191
Gross_fiscal_deficit,Nagaland,2006-07,156
Gross_fiscal_deficit,Sikkim,2006-07,97
Gross_fiscal_deficit,Tripura,2006-07,-131
Gross_fiscal_deficit,Uttarakhand,2006-07,886
Gross_fiscal_deficit,NCT Delhi,2006-07,410
Gross_fiscal_deficit,Puducherry,2006-07,399
Gross_fiscal_deficit,Andhra Pradesh,2007-08,8787
Gross_fiscal_deficit,Bihar,2007-08,1705
Gross_fiscal_deficit,Chhattisgarh,2007-08,128
Gross_fiscal_deficit,Goa,2007-08,541
Gross_fiscal_deficit,Gujarat,2007-08,4771
Gross_fiscal_deficit,Haryana,2007-08,1264
Gross_fiscal_deficit,Jharkhand,2007-08,6217
Gross_fiscal_deficit,Karnataka,2007-08,5331
Gross_fiscal_deficit,Kerala,2007-08,6100
Gross_fiscal_deficit,Madhya Pradesh,2007-08,2784
Gross_fiscal_deficit,Maharashtra,2007-08,-2821
